,ADDRTYPE,SDOT_COLCODE,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,YEAR
91772,Intersection,11,Clear,Wet,Dark - Street Lights On,,2010
91773,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
91784,Intersection,11,Clear,Dry,Daylight,,2010
91788,Intersection,11,Clear,Dry,Daylight,,2010
91789,Intersection,11,Clear,Dry,Dusk,,2010
91792,Intersection,11,Clear,Dry,Dusk,,2010
91796,Intersection,11,Raining,Wet,Daylight,,2010
91806,Block,11,Clear,Dry,Dark - Street Lights On,,2010
91809,Intersection,11,Clear,Dry,Daylight,,2010
91813,Intersection,11,Clear,Dry,Daylight,,2010
91814,Intersection,11,Clear,Wet,Daylight,,2010
91815,Block,11,Raining,Wet,Daylight,,2010
91816,Intersection,11,Clear,Dry,Daylight,,2010
91818,Block,11,Clear,Dry,Daylight,,2010
91822,Intersection,11,Clear,Dry,Daylight,,2010
91832,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
91834,Intersection,11,Raining,Wet,Dusk,,2010
91840,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
91863,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
91873,Block,11,Raining,Wet,Unknown,,2010
91884,Intersection,11,Raining,Wet,Dusk,,2010
91894,Intersection,11,Clear,Dry,Daylight,,2010
91900,Block,11,Clear,Wet,Daylight,,2010
91901,Intersection,11,Overcast,Wet,Daylight,,2010
91905,Intersection,11,Unknown,Dry,Dusk,,2010
91910,Intersection,11,Clear,Dry,Daylight,,2010
91912,Block,11,Clear,Dry,Daylight,,2010
91918,Intersection,11,Clear,Dry,Daylight,,2010
91922,Intersection,11,Overcast,Dry,Dusk,,2010
91928,Block,11,Overcast,Wet,Daylight,,2010
91929,Block,11,Overcast,Dry,Daylight,,2010
91932,Intersection,11,Clear,Wet,Daylight,,2010
91943,Intersection,11,Clear,Dry,Daylight,,2010
91959,Intersection,11,Overcast,Wet,Daylight,,2010
91961,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
91966,Intersection,11,Overcast,Wet,Daylight,,2010
91968,Intersection,11,Overcast,Wet,Dusk,,2010
91969,Block,11,Raining,Wet,Daylight,,2010
91973,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
91990,Intersection,11,Clear,Dry,Daylight,,2010
91991,Intersection,11,Raining,Wet,Daylight,,2010
92006,Block,11,Clear,Dry,Daylight,,2010
92007,Intersection,11,Clear,Dry,Daylight,,2010
92022,Intersection,11,Overcast,Wet,Daylight,,2010
92025,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92028,Intersection,11,Overcast,Dry,Daylight,,2010
92037,Intersection,11,Clear,Dry,Daylight,,2010
92038,Intersection,11,Raining,Wet,Daylight,,2010
92040,Intersection,11,Raining,Wet,Daylight,,2010
92047,Intersection,14,Overcast,Dry,Daylight,,2010
92054,Intersection,11,Raining,Wet,Daylight,,2010
92060,Intersection,11,Overcast,Wet,Daylight,,2010
92070,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92078,Block,11,Overcast,Wet,Dark - Street Lights On,,2010
92086,Intersection,11,Clear,Dry,Daylight,,2010
92096,Intersection,11,Clear,Dry,Unknown,,2010
92100,Intersection,16,Clear,Dry,Dark - Street Lights On,,2010
92105,Block,11,Clear,Dry,Dark - Street Lights On,,2010
92120,Intersection,14,Overcast,Wet,Daylight,,2010
92121,Intersection,11,Overcast,Dry,Dusk,,2010
92125,Intersection,11,Raining,Wet,Daylight,Y,2010
92127,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92152,Block,11,Raining,Wet,Dark - Street Lights On,,2010
92164,Intersection,11,Clear,Dry,Daylight,,2010
92165,Intersection,11,Raining,Wet,Daylight,,2010
92175,Intersection,11,Clear,Dry,Daylight,,2010
92180,Block,11,Unknown,Unknown,Daylight,,2010
92191,Intersection,11,Clear,Dry,Daylight,,2010
92197,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92198,Intersection,11,Raining,Wet,Daylight,,2010
92204,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92213,Intersection,11,Clear,Dry,Daylight,,2010
92222,Intersection,11,Raining,Wet,Daylight,,2010
92227,Intersection,11,Raining,Wet,Daylight,,2010
92229,Intersection,11,Clear,Dry,Daylight,,2010
92234,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2010
92235,Intersection,11,Clear,Dry,Daylight,,2010
92237,Intersection,11,Clear,Dry,Daylight,,2010
92239,Intersection,11,Clear,Dry,Daylight,,2010
92241,Intersection,11,Unknown,Unknown,Unknown,,2010
92247,Intersection,11,Clear,Dry,Unknown,,2010
92252,Intersection,11,Clear,Dry,Dawn,,2010
92253,Block,11,Raining,Wet,Dark - Street Lights On,,2010
92258,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92265,Intersection,11,Clear,Dry,Daylight,,2010
92267,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92273,Intersection,11,Raining,Wet,Daylight,,2010
92279,Intersection,11,Raining,Wet,Daylight,,2010
92280,Intersection,11,Raining,Wet,Daylight,,2010
92296,Intersection,11,Raining,Wet,Daylight,,2010
92299,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92301,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92320,Intersection,11,Clear,Wet,Daylight,,2010
92322,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92327,Intersection,14,Clear,Dry,Daylight,,2010
92339,Block,11,Overcast,Dry,Daylight,,2010
92342,Intersection,11,Raining,Wet,Daylight,,2010
92343,Block,14,Clear,Dry,Daylight,,2010
92347,Intersection,11,Fog/Smog/Smoke,Dry,Dawn,,2010
92348,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92354,Intersection,11,Clear,Dry,Daylight,,2010
92357,Block,11,Overcast,Wet,Daylight,,2010
92371,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92374,Intersection,11,Clear,Wet,Daylight,,2010
92379,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92385,Block,14,Raining,Wet,Dark - Street Lights On,,2010
92398,Block,11,Clear,Dry,Daylight,,2010
92399,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92402,Intersection,11,Clear,Dry,Daylight,,2010
92408,Intersection,11,Raining,Wet,Daylight,,2010
92411,Intersection,11,Overcast,Wet,Daylight,,2010
92423,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
92425,Block,11,Clear,Dry,Dark - Street Lights On,,2010
92430,Intersection,11,Raining,Wet,Daylight,Y,2010
92432,Intersection,11,Raining,Wet,Dark - Street Lights On,Y,2010
92438,Block,11,Clear,Dry,Daylight,,2010
92439,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92449,Intersection,11,Raining,Wet,Daylight,,2010
92459,Intersection,11,Overcast,Dry,Daylight,,2010
92462,Intersection,11,Clear,Dry,Daylight,,2010
92475,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92498,Block,11,Clear,Dry,Dark - Street Lights On,,2010
92501,Intersection,11,Clear,Wet,Daylight,,2010
92510,Block,11,Clear,Dry,Daylight,,2010
92517,Intersection,11,Clear,Dry,Daylight,,2010
92520,Intersection,14,Clear,Dry,Daylight,,2010
92526,Intersection,11,Clear,Dry,Daylight,,2010
92532,Block,11,Clear,Dry,Daylight,,2010
92538,Intersection,11,Overcast,Wet,Daylight,,2010
92542,Block,11,Overcast,Dry,Daylight,,2010
92544,Intersection,11,Raining,Wet,Daylight,,2010
92563,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92564,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
92569,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92573,Block,11,Unknown,Unknown,Unknown,,2010
92576,Intersection,11,Overcast,Wet,Daylight,,2010
92577,Intersection,11,Clear,Dry,Daylight,,2010
92578,Block,11,Clear,Dry,Daylight,,2010
92580,Intersection,11,Raining,Wet,Daylight,,2010
92586,Intersection,11,Clear,Dry,Daylight,,2010
92588,Intersection,11,Clear,Dry,Daylight,,2010
92593,Intersection,11,Clear,Dry,Daylight,,2010
92596,Block,11,Overcast,Wet,Daylight,,2010
92601,Intersection,14,Overcast,Dry,Daylight,,2010
92602,Block,11,Clear,Dry,Daylight,,2010
92603,Intersection,11,Clear,Dry,Daylight,,2010
92620,Intersection,14,Clear,Dry,Daylight,,2010
92636,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92640,Intersection,11,Raining,Wet,Daylight,,2010
92642,Intersection,0,Unknown,Unknown,Unknown,,2010
92645,Intersection,11,Raining,Wet,Daylight,,2010
92653,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92681,Intersection,14,Clear,Dry,Daylight,,2010
92690,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92692,Block,0,Unknown,Unknown,Unknown,,2010
92694,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92695,Intersection,11,Clear,Dry,Daylight,,2010
92703,Block,14,Overcast,Dry,Dark - Street Lights On,,2010
92704,Intersection,11,Raining,Wet,Daylight,,2010
92708,Block,11,Clear,Dry,Dark - Street Lights On,,2010
92713,Block,11,Overcast,Dry,Daylight,,2010
92729,Intersection,11,Clear,Wet,Daylight,,2010
92755,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92767,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92772,Intersection,11,Raining,Wet,Daylight,,2010
92777,Intersection,11,Overcast,Wet,Daylight,,2010
92785,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92788,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
92789,Block,11,Clear,Dry,Daylight,,2010
92794,Intersection,11,Clear,Dry,Daylight,,2010
92796,Intersection,11,Clear,Dry,Daylight,,2010
92810,Intersection,11,Clear,Dry,Daylight,,2010
92813,Intersection,11,Clear,Wet,Daylight,,2010
92814,Intersection,11,Overcast,Wet,Daylight,,2010
92816,Block,11,Clear,Dry,Daylight,,2010
92825,Intersection,11,Overcast,Wet,Daylight,,2010
92836,Intersection,11,Clear,Dry,Daylight,,2010
92839,Intersection,11,Raining,Wet,Daylight,,2010
92847,Block,11,Unknown,Unknown,Unknown,,2010
92852,Intersection,11,Clear,Wet,Daylight,,2010
92854,Block,11,Clear,Dry,Daylight,,2010
92865,Block,11,Clear,Dry,Dark - Street Lights On,,2010
92882,Intersection,14,Clear,Dry,Daylight,,2010
92886,Intersection,11,Clear,Wet,Dark - Street Lights On,,2010
92889,Intersection,11,Raining,Wet,Daylight,,2010
92896,Intersection,11,Overcast,Dry,Daylight,,2010
92899,Intersection,11,Raining,Wet,Daylight,,2010
92900,,0,Clear,Dry,Daylight,,2010
92901,Block,11,Clear,Dry,Daylight,,2010
92903,Intersection,15,Raining,Wet,Daylight,,2010
92904,Block,11,Raining,Wet,Dark - Street Lights On,,2010
92907,Intersection,15,Clear,Dry,Daylight,,2010
92918,Intersection,0,Unknown,Unknown,Unknown,,2010
92919,Intersection,11,Raining,Wet,Daylight,,2010
92924,Intersection,11,Raining,Wet,Daylight,,2010
92925,Intersection,11,Raining,Wet,Daylight,,2010
92927,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92931,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92934,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
92948,Block,11,Raining,Wet,Daylight,Y,2010
92951,Block,11,Raining,Wet,Daylight,,2010
92953,Intersection,11,Clear,Dry,Daylight,,2010
92954,Intersection,0,Clear,Dry,Daylight,,2010
92966,Intersection,11,Clear,Dry,Daylight,,2010
92967,Intersection,11,Overcast,Wet,Daylight,,2010
92971,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2010
92978,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
92980,Intersection,11,Clear,Dry,Daylight,,2010
92981,Block,11,Raining,Wet,Daylight,,2010
92986,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93008,Intersection,11,Clear,Dry,Daylight,,2010
93011,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2010
93016,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93021,Block,11,Overcast,Dry,Daylight,,2010
93024,Intersection,11,Raining,Wet,Dusk,,2010
93026,Intersection,11,Clear,Dry,Daylight,,2010
93041,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93043,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93046,Intersection,11,Raining,Wet,Dawn,,2010
93047,Intersection,14,Unknown,Unknown,Unknown,,2010
93049,Intersection,11,Raining,Wet,Daylight,,2010
93050,Intersection,11,Clear,Dry,Daylight,,2010
93055,Intersection,11,Clear,Dry,Daylight,,2010
93076,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
93078,Intersection,11,Clear,Dry,Daylight,,2010
93085,Intersection,11,Overcast,Dry,Daylight,,2010
93096,Block,14,Clear,Dry,Dusk,,2010
93098,Intersection,11,Clear,Dry,Daylight,,2010
93103,Intersection,11,Raining,Wet,Daylight,,2010
93105,Intersection,11,Overcast,Dry,Daylight,,2010
93110,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93113,Intersection,14,Clear,Dry,Daylight,,2010
93118,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
93125,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93129,Intersection,11,Clear,Dry,Daylight,,2010
93141,Intersection,11,Clear,Dry,Daylight,,2010
93149,Intersection,14,Clear,Dry,Dark - Street Lights On,,2010
93151,Block,11,Clear,Dry,Daylight,,2010
93153,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93157,Intersection,11,Clear,Dry,Daylight,,2010
93161,Intersection,11,Raining,Dry,Dark - Street Lights On,,2010
93164,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93169,Intersection,11,Raining,Wet,Daylight,,2010
93171,Block,11,Raining,Wet,Daylight,,2010
93172,Intersection,11,Overcast,Wet,Daylight,,2010
93182,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93192,Block,11,Overcast,Wet,Daylight,,2010
93196,Block,11,Raining,Wet,Daylight,,2010
93200,Intersection,14,Raining,Wet,Daylight,Y,2010
93202,Block,11,Raining,Wet,Daylight,,2010
93208,Block,11,Clear,Dry,Dusk,,2010
93211,Intersection,11,Clear,Other,Daylight,,2010
93215,Intersection,11,Raining,Wet,Daylight,,2010
93216,Block,11,Clear,Dry,Dark - Street Lights On,,2010
93223,Intersection,11,Clear,Dry,Daylight,,2010
93238,Intersection,11,Clear,Dry,Daylight,,2010
93242,Intersection,11,Raining,Wet,Daylight,,2010
93243,Intersection,11,Raining,Wet,Daylight,Y,2010
93245,Intersection,11,Raining,Dry,Daylight,,2011
93254,Block,11,Clear,Dry,Dusk,,2010
93265,Intersection,11,Overcast,Wet,Daylight,,2011
93269,Intersection,11,Clear,Dry,Daylight,,2011
93278,Intersection,11,Raining,Wet,Daylight,,2010
93287,Intersection,11,Clear,Dry,Daylight,,2010
93294,Intersection,11,Clear,Wet,Daylight,,2010
93300,Block,11,Clear,Dry,Daylight,,2011
93319,Block,11,Clear,Dry,Daylight,,2011
93326,,0,Overcast,Dry,Daylight,,2010
93328,Intersection,11,Overcast,Wet,Daylight,,2010
93336,Intersection,11,Clear,Dry,Daylight,Y,2010
93338,Intersection,11,Clear,Dry,Daylight,,2011
93340,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2011
93341,Intersection,11,Overcast,Dry,Daylight,,2010
93344,Block,11,Unknown,Unknown,Dawn,,2010
93351,Intersection,11,Clear,Dry,Daylight,,2011
93352,Intersection,14,Raining,Wet,Dusk,,2010
93356,Intersection,11,Clear,Dry,Daylight,,2010
93357,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93358,Intersection,11,Clear,Dry,Daylight,,2011
93360,Intersection,11,Clear,Dry,Daylight,,2010
93362,Intersection,16,Unknown,Unknown,Unknown,,2010
93367,Block,11,Clear,Dry,Daylight,,2010
93368,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93382,Alley,0,Clear,Dry,Daylight,,2011
93392,Intersection,14,Unknown,Unknown,Unknown,,2010
93407,Intersection,11,Raining,Wet,Daylight,,2010
93410,Intersection,11,Clear,Dry,Daylight,,2010
93411,Intersection,11,Raining,Wet,Daylight,,2010
93413,Block,11,Raining,Wet,Daylight,,2011
93415,Intersection,11,Clear,Dry,Daylight,,2011
93421,Block,14,Raining,Wet,Daylight,,2011
93426,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2010
93427,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
93429,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93435,Intersection,11,Clear,Dry,Daylight,,2011
93443,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
93445,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2010
93448,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93449,Block,11,Unknown,Unknown,Unknown,,2010
93452,Block,0,Clear,Dry,Daylight,,2010
93460,Intersection,11,Clear,Dry,Dark - Street Lights On,Y,2011
93468,Intersection,11,Raining,Wet,Daylight,,2010
93471,Intersection,11,Clear,Dry,Daylight,,2011
93473,Intersection,11,Raining,Wet,Daylight,,2010
93481,Block,11,Clear,Wet,Dark - Street Lights On,,2010
93482,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93486,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
93489,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
93491,Block,11,Overcast,Dry,Daylight,,2010
93492,Block,11,Clear,Dry,Daylight,,2010
93495,Intersection,0,Unknown,Unknown,Unknown,,2010
93498,Intersection,11,Clear,Dry,Daylight,,2010
93516,Intersection,11,Raining,Wet,Daylight,,2010
93520,Block,14,Clear,Dry,Daylight,,2010
93521,Intersection,11,Clear,Dry,Daylight,,2011
93525,Intersection,11,Raining,Wet,Daylight,,2010
93528,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93529,Intersection,11,Clear,Dry,Unknown,,2011
93537,Intersection,11,Clear,Dry,Daylight,,2011
93549,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93554,Intersection,11,Raining,Wet,Daylight,,2011
93560,Intersection,11,Overcast,Dry,Daylight,,2010
93562,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93566,Intersection,11,Clear,Dry,Daylight,,2011
93575,Block,11,Clear,Dry,Daylight,,2010
93580,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93590,Intersection,11,Clear,Dry,Daylight,,2010
93599,Intersection,11,Raining,Wet,Daylight,,2011
93601,Intersection,11,Clear,Dry,Daylight,,2011
93602,Intersection,11,Raining,Wet,Daylight,,2010
93606,Intersection,11,Raining,Wet,Daylight,,2010
93620,Intersection,11,Overcast,Dry,Daylight,,2011
93623,Intersection,11,Clear,Dry,Daylight,,2010
93632,Intersection,11,Overcast,Wet,Dark - Street Lights On,Y,2010
93639,Intersection,11,Clear,Dry,Dawn,,2011
93653,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93658,Intersection,11,Clear,Dry,Daylight,,2010
93659,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
93661,Intersection,11,Raining,Wet,Daylight,,2010
93679,Intersection,11,Clear,Dry,Daylight,,2011
93691,Intersection,11,Overcast,Dry,Daylight,,2010
93693,Intersection,11,Clear,Dry,Daylight,,2011
93696,Intersection,11,Overcast,Dry,Daylight,,2011
93711,Intersection,11,Raining,Wet,Daylight,,2011
93715,Intersection,11,Raining,Wet,Daylight,,2011
93719,Block,11,Clear,Dry,Daylight,,2010
93721,Intersection,11,Clear,Dry,Daylight,,2010
93727,Intersection,11,Clear,Dry,Daylight,,2010
93730,Intersection,11,Clear,Dry,Daylight,,2010
93734,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93737,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
93748,Intersection,11,Overcast,Dry,Daylight,,2011
93749,Intersection,11,Clear,Dry,Daylight,,2011
93751,Block,11,Clear,Dry,Daylight,,2010
93753,Intersection,11,Clear,Dry,Daylight,,2010
93755,Intersection,11,Clear,Dry,Unknown,,2011
93757,Intersection,11,Overcast,Dry,Daylight,,2010
93766,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
93767,Intersection,11,Clear,Dry,Daylight,,2010
93782,Block,14,Raining,Wet,Daylight,,2011
93789,Block,11,Overcast,Dry,Daylight,,2010
93790,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
93796,Intersection,11,Raining,Wet,Dark - No Street Lights,,2011
93799,Intersection,11,Overcast,Dry,Dusk,,2010
93804,Block,11,Raining,Wet,Daylight,,2010
93809,Intersection,11,Overcast,Wet,Daylight,,2011
93817,Intersection,11,Clear,Dry,Daylight,,2011
93821,Intersection,11,Raining,Dry,Daylight,Y,2010
93822,Intersection,11,Clear,Wet,Dark - No Street Lights,,2011
93827,Block,11,Clear,Dry,Daylight,,2010
93828,Intersection,11,Unknown,Wet,Unknown,,2010
93830,Intersection,11,Clear,Dry,Daylight,,2010
93836,Intersection,11,Raining,Wet,Dark - Street Lights On,Y,2011
93841,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
93842,Intersection,14,Overcast,Dry,Dark - Street Lights On,,2011
93847,Intersection,11,Clear,Wet,Daylight,,2010
93852,Intersection,11,Raining,Wet,Daylight,,2010
93860,Intersection,11,Clear,Dry,Daylight,,2010
93863,Intersection,11,Clear,Dry,Daylight,,2010
93865,Intersection,11,Clear,Dry,Daylight,,2011
93874,Intersection,11,Raining,Wet,Dawn,,2011
93875,Block,11,Raining,Wet,Daylight,,2010
93878,Block,11,Clear,Dry,Daylight,,2010
93881,Intersection,11,Clear,Dry,Daylight,,2010
93885,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
93886,Intersection,11,Clear,Dry,Daylight,,2010
93892,Intersection,11,Raining,Wet,Daylight,,2010
93898,Intersection,11,Clear,Dry,Daylight,,2010
93913,Intersection,11,Clear,Dry,Daylight,,2011
93914,Intersection,11,Raining,Wet,Daylight,,2010
93915,Intersection,11,Clear,Dry,Daylight,,2011
93919,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
93920,Block,11,Clear,Dry,Daylight,,2011
93925,Intersection,11,Overcast,Dry,Daylight,,2010
93933,Intersection,11,Clear,Dry,Daylight,,2010
93937,Intersection,14,Clear,Dry,Dusk,,2010
93939,Intersection,11,Clear,Dry,Daylight,,2011
93953,Intersection,11,Clear,Dry,Daylight,,2011
93960,Intersection,11,Clear,Dry,Daylight,,2010
93970,Block,11,Raining,Wet,Dusk,,2010
93971,Block,11,Raining,Wet,Daylight,,2010
93972,Intersection,11,Clear,Dry,Daylight,Y,2011
93974,Intersection,11,Overcast,Wet,Dawn,,2010
93977,Intersection,11,Clear,Dry,Daylight,,2010
93985,Intersection,11,Clear,Dry,Daylight,,2010
93990,Intersection,11,Clear,Dry,Daylight,,2010
93991,Intersection,11,Raining,Wet,Daylight,,2010
93992,Intersection,11,Clear,Dry,Daylight,,2011
94003,Block,11,Overcast,Dry,Daylight,,2010
94008,Intersection,14,Clear,Dry,Daylight,,2010
94009,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
94016,Intersection,11,Clear,Dry,Daylight,,2010
94020,Intersection,11,Overcast,Wet,Daylight,Y,2010
94025,,16,Unknown,Unknown,Daylight,,2010
94026,Intersection,11,Raining,Wet,Daylight,,2011
94028,Intersection,0,Unknown,Unknown,Unknown,,2011
94029,Intersection,11,Clear,Dry,Dawn,,2010
94030,Intersection,11,Raining,Wet,Daylight,,2010
94032,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
94039,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94048,Intersection,11,Clear,Dry,Daylight,,2010
94049,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
94054,Intersection,11,Raining,Wet,Dark - Street Lights On,Y,2010
94060,Intersection,11,Overcast,Wet,Daylight,,2010
94064,Block,11,Raining,Wet,Dark - Street Lights On,,2010
94067,Block,11,Clear,Dry,Daylight,,2011
94070,Intersection,11,Overcast,Unknown,Daylight,,2011
94076,Block,11,Clear,Dry,Daylight,,2011
94077,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
94082,Intersection,11,Overcast,Dry,Daylight,,2010
94083,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94092,Intersection,11,Clear,Dry,Daylight,,2010
94094,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
94111,Block,11,Clear,Dry,Daylight,,2010
94116,Intersection,11,Clear,Dry,Daylight,,2010
94138,Intersection,11,Raining,Wet,Dawn,,2010
94140,Intersection,11,Clear,Dry,Daylight,,2010
94141,Intersection,11,Clear,Dry,Daylight,,2011
94154,Intersection,11,Clear,Dry,Daylight,,2011
94155,Block,11,Overcast,Wet,Daylight,,2010
94158,Block,11,Raining,Wet,Dark - Street Lights On,,2010
94161,Intersection,11,Raining,Wet,Daylight,,2011
94169,Intersection,11,Clear,Dry,Daylight,,2011
94178,Intersection,11,Clear,Dry,Daylight,,2010
94185,Intersection,11,Overcast,Dry,Dawn,,2011
94195,Block,11,Raining,Wet,Daylight,,2010
94197,Intersection,11,Clear,Dry,Daylight,,2010
94205,Intersection,11,Clear,Dry,Daylight,,2010
94206,Intersection,11,Raining,Wet,Dusk,,2010
94210,Intersection,11,Clear,Dry,Daylight,,2011
94215,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94223,Intersection,11,Clear,Dry,Daylight,,2010
94227,Block,11,Overcast,Dry,Daylight,,2011
94233,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
94235,Intersection,14,Clear,Dry,Daylight,,2010
94237,Intersection,11,Clear,Dry,Daylight,,2011
94240,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94247,Block,11,Clear,Dry,Daylight,,2011
94249,Intersection,11,Raining,Wet,Daylight,,2010
94258,Block,11,Clear,Dry,Daylight,,2011
94268,Block,11,Overcast,Dry,Daylight,,2011
94288,Intersection,11,Clear,Dry,Daylight,,2010
94297,Block,0,Overcast,Dry,Dark - Street Lights On,,2010
94309,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
94312,Intersection,11,Clear,Dry,Daylight,,2010
94318,Block,11,Overcast,Wet,Daylight,,2010
94321,Intersection,11,Clear,Dry,Daylight,,2011
94325,Intersection,11,Overcast,Wet,Daylight,,2010
94327,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94334,Intersection,11,Clear,Dry,Daylight,,2010
94341,Intersection,11,Overcast,Wet,Dark - No Street Lights,,2011
94388,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2011
94390,Intersection,14,Overcast,Wet,Daylight,,2010
94396,Intersection,14,Overcast,Dry,Dusk,,2010
94398,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94407,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94414,Block,16,Raining,Wet,Dark - Street Lights On,,2011
94417,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2011
94423,Block,0,Clear,Dry,Daylight,,2011
94427,Intersection,11,Overcast,Dry,Daylight,,2010
94429,Intersection,11,Overcast,Wet,Daylight,,2011
94431,Intersection,11,Clear,Dry,Daylight,,2011
94434,Intersection,11,Clear,Dry,Daylight,,2010
94442,Block,11,Raining,Wet,Dawn,,2011
94450,Intersection,11,Clear,Dry,Daylight,,2011
94453,Intersection,14,Raining,Wet,Daylight,,2010
94458,Intersection,11,Clear,Dry,Daylight,,2010
94461,Intersection,11,Clear,Dry,Daylight,,2011
94462,Intersection,11,Clear,Dry,Daylight,,2011
94467,Intersection,11,Overcast,Wet,Daylight,,2011
